user_name,machine_name,logon_time,total_sec,stage_1,stage_2,stage_3,stage_4,stage_5,stage_6,stage_7
user_342,machine_5,2/27/2020 21:31,37.708,0.09,,0.047,1.8,0.99,24.76,6.633
user_659,machine_4,2/25/2020 18:26,60.868,0.03,9.04,0.062,1.737,2.717,34.16,10.17
user_442,machine_19,2/15/2020 7:28,25.826,0.064,,0.047,1.587,0.75,2.88,6.693
user_406,machine_6,02-08-2020 00:25,40.482,0.03,4.387,0.031,1.533,0.177,8.65,10.804
user_393,machine_4,2/19/2020 0:32,34.779,0.02,3.024,0.032,1.717,1.08,16.937,6.833
user_511,machine_18,2/17/2020 14:57,22.182,0.033,5.293,0.031,1.72,0.624,2.653,6.167
user_355,machine_16,02-06-2020 04:07,28.019,0.033,,0.032,1.697,0.264,6.194,6.99
user_45,machine_22,02-07-2020 11:24,37.645,0.06,8.124,0.031,1.43,0.803,5.097,6.443
user_603,machine_17,2/26/2020 10:39,22.904,0.03,,0.031,1.67,1.193,1.726,7.914
user_547,machine_4,2/25/2020 23:36,23.196,0.097,,0.047,1.64,2.603,5.004,11.706
user_613,machine_4,2/25/2020 20:28,33.42,0.03,,0.063,1.844,1.74,11.964,13.28
user_417,machine_5,02-06-2020 07:40,21.18,0.017,,0.032,1.543,0.81,4.294,6.306
user_635,machine_17,2/21/2020 11:49,23.391,0.07,,0.156,1.76,1.01,2.15,7.927
user_443,machine_6,02-04-2020 04:55,39.091,0.046,4.823,0.031,1.664,0.22,17.527,9.92
user_111,machine_1,02-12-2020 13:23,27.6,0.03,,0.047,1.743,1.473,6.85,7.327
user_480,machine_6,2/17/2020 20:37,45.582,0.057,,0.141,2.593,2.727,14.083,22.543
user_435,machine_7,2/29/2020 5:35,66.504,0.03,,0.031,2.167,2.647,48.557,12.373
user_412,machine_22,2/25/2020 11:10,54.576,0.03,26.564,0.031,1.727,0.396,3.353,12.934
user_485,machine_5,2/28/2020 21:28,36.551,0.033,,0.047,1.743,1.09,20.123,7.614
user_549,machine_5,2/19/2020 20:18,21.516,0.034,,0.063,1.81,0.193,2.83,11.064
user_708,machine_3,02-03-2020 00:55,76.832,0.078,9.39,0.047,1.516,0.787,49.143,5.454
user_36,machine_22,02-05-2020 10:14,26.612,0.02,5.783,0.032,1.47,0.573,3.543,6.873
user_647,machine_17,02-11-2020 16:34,38.833,0.063,,0.047,1.74,1.44,17.496,7.944
user_612,machine_21,2/26/2020 19:59,24.44,0.017,,0.032,1.793,0.224,6.37,10.48
user_383,machine_6,02-07-2020 01:14,69.03,0.033,,0.031,1.647,0.91,11.774,8.126
user_412,machine_17,2/27/2020 15:11,20.765,0.017,6.767,0.125,1.677,0.624,3.707,5.663
user_143,machine_1,2/18/2020 15:07,22.625,0.02,,0.031,1.517,0.554,7.723,5.007
user_597,machine_18,2/26/2020 21:52,33.751,0.03,,0.14,1.817,0.874,5.26,8.567
user_231,machine_19,2/14/2020 3:23,37.716,0.06,11.744,0.031,1.716,0.25,5.22,11.05
user_438,machine_1,2/13/2020 12:51,23.658,0.063,,0.032,1.72,1.08,2.237,9.383
user_685,machine_6,02-12-2020 20:43,67.125,0.02,,0.032,1.657,0.69,44.033,15.107
user_16,machine_7,2/28/2020 1:56,29.88,0.046,3.823,0.031,1.56,0.916,9.09,5.763
user_690,machine_5,02-08-2020 17:53,36.225,0.093,6.157,0.047,1.64,0.163,10.94,11.054
user_396,machine_5,02-05-2020 21:32,51.042,0.03,4.653,0.016,1.583,0.886,34.136,6.057
user_539,machine_0,2/29/2020 19:04,20.117,0.037,,0.031,1.4,0.746,4.59,6.807
user_114,machine_5,2/21/2020 7:56,88.026,0.033,18.547,0.031,1.614,1.31,30.273,13.71
user_369,machine_6,02-05-2020 17:23,49.176,0.046,,0.203,1.586,0.677,30.376,5.6
user_689,machine_5,2/25/2020 0:34,28.832,0.03,,0.047,1.844,0.433,8.01,15.527
user_216,machine_8,2/14/2020 2:04,60.178,0.03,,0.141,2.11,0.953,4.113,7.894
user_647,machine_17,03-02-2020 11:02,35.817,0.034,,0.032,1.787,0.876,16.394,7.886
user_296,machine_12,03-02-2020 20:40,25.041,0.03,3.566,0.016,1.577,0.27,12.867,5.733
user_191,machine_5,2/22/2020 5:23,33.213,0.053,,0.032,1.743,1.357,14.963,7.884
user_167,machine_0,02-12-2020 00:34,37.445,0.06,8.564,0.031,1.736,1.333,13.083,7.417
user_360,machine_1,02-10-2020 19:07,62.609,0.033,,0.031,1.913,0.3,3.93,11.243
user_485,machine_5,2/18/2020 22:07,43.667,0.03,,0.047,1.697,0.59,27.513,6.573
user_351,machine_4,2/24/2020 6:37,23.739,0.064,,0.046,1.567,0.17,5.304,11.723
user_272,machine_6,02-04-2020 18:15,17.472,0.03,,0.032,1.477,0.69,2.897,5.5
user_492,machine_1,2/18/2020 16:18,29.253,0.14,8.867,0.047,1.596,0.223,3.793,9.824
user_33,machine_18,2/17/2020 14:34,42.233,0.06,4.914,0.047,2.377,2.647,6.903,22.564
user_621,machine_4,2/22/2020 9:17,20.42,0.093,,0.031,1.76,0.18,4.324,10.646
user_43,machine_6,02-05-2020 04:16,22.626,0.04,4.317,0.047,1.473,0.823,5.547,6.19
user_647,machine_21,2/17/2020 12:07,46.07,0.056,,0.031,1.78,1.076,16.85,8.437
user_58,machine_14,2/17/2020 2:17,31.741,0.063,8.627,0.031,1.743,1.63,3.283,10.207
user_478,machine_4,2/24/2020 20:30,33.158,0.02,2.063,0.047,1.657,2.296,11.177,10.333
user_578,machine_24,02-09-2020 11:19,58.707,0.067,27.466,0.032,1.49,0.353,5.056,10.974
user_272,machine_4,2/24/2020 19:04,22.051,0.034,,0.031,1.57,2.01,3.977,8.7
user_294,machine_4,2/21/2020 21:18,32.62,0.033,6.904,0.047,1.59,0.173,6.277,10.11
user_110,machine_23,2/28/2020 19:50,29.816,0.02,,0.031,1.744,0.24,4.804,10.363
user_542,machine_3,02-05-2020 22:49,45.42,0.02,6.13,0.141,1.553,0.7,26.52,5.29
user_128,machine_18,2/14/2020 13:39,57.137,0.02,15.756,0.031,1.79,0.423,1.646,13.16
user_21,machine_6,02-05-2020 13:23,15.644,0.016,,0.047,1.463,0.77,1.49,5.426
user_173,machine_22,2/21/2020 12:12,25.951,0.02,6.11,0.031,1.64,0.497,5.903,5.36
user_294,machine_4,2/21/2020 21:32,26.222,0.034,4.786,0.031,1.687,2.35,5.87,8.757
user_255,machine_18,02-11-2020 18:51,35.747,0.02,6.513,0.031,1.756,1.2,8.24,8.61
user_323,machine_5,2/25/2020 20:13,34.437,0.063,,0.046,1.783,0.207,13.42,12.734
user_298,machine_6,2/13/2020 17:11,43.398,0.03,,0.031,2.186,1.787,16.243,15.687
user_676,machine_17,02-06-2020 14:59,36.914,0.034,,0.047,1.473,0.416,1.796,4.9
user_448,machine_14,02-04-2020 07:31,22.466,0.017,,0.157,1.747,0.25,6.556,7.817
user_53,machine_3,03-02-2020 22:38,24.26,0.08,,0.141,1.59,1.046,10.506,5.527
user_409,machine_5,2/14/2020 9:12,35.937,0.03,,0.031,2.077,2.43,14.204,14.42
user_43,machine_8,02-04-2020 22:39,29.934,0.03,5.637,0.047,1.56,0.184,6.48,10.027
user_587,machine_23,02-11-2020 15:58,27.547,0.047,7.027,0.047,1.676,0.613,6.703,6.394
user_374,machine_5,02-08-2020 04:51,23.313,0.067,,0.016,1.514,0.17,4.9,10.83
user_586,machine_19,03-02-2020 12:12,27.806,0.031,8.34,0.031,1.656,0.623,5.256,5.47
user_127,machine_5,2/27/2020 23:52,81.959,0.062,7.447,0.047,1.72,0.74,49.393,6.347
user_409,machine_5,2/19/2020 19:22,26.565,0.03,,0.031,1.574,0.996,12.057,6.703
user_441,machine_6,2/14/2020 22:29,39.35,0.017,,0.078,2.956,2.74,4.383,26.024
user_523,machine_18,2/27/2020 19:39,17.588,0.173,,0.031,2.073,0.414,2.373,5.627
user_46,machine_4,02-07-2020 23:44,26.258,0.047,1.663,0.031,1.657,0.207,9.847,10.323
user_606,machine_21,2/21/2020 13:37,21.509,0.033,,0.141,1.823,0.616,7.143,5.844
user_326,machine_7,02-04-2020 05:40,73.238,0.03,3.857,0.047,1.753,0.46,53.11,5.486
user_280,machine_1,2/27/2020 20:53,54.3,0.02,,0.064,1.547,0.747,34.03,5.54
user_641,machine_21,2/25/2020 22:55,69.559,0.017,10.63,0.031,1.75,1.036,5.88,6.98
user_186,machine_5,02-10-2020 19:50,51.456,0.064,,0.016,1.766,1.45,33.41,8.894
user_353,machine_5,2/13/2020 0:38,20.274,0.046,,0.047,1.91,0.29,4.27,10.19
user_456,machine_4,2/24/2020 21:38,52.318,0.02,8.263,0.031,1.7,1.736,6.046,10.927
user_285,machine_19,2/25/2020 11:05,37.782,0.109,7.126,0.031,1.614,0.247,8.367,11.987
user_433,machine_3,02-04-2020 02:35,17.995,0.016,,0.031,1.48,0.394,5.97,4.593
user_634,machine_8,02-04-2020 00:44,20.543,0.02,3.974,0.032,1.56,0.247,5.26,5.44
user_333,machine_6,02-09-2020 03:18,26.513,0.046,,0.031,1.547,1.397,13.177,7.257
user_141,machine_6,2/28/2020 6:38,37.384,0.033,,0.047,1.514,0.566,25.71,5.443
user_604,machine_23,2/20/2020 19:54,18.445,0.033,,0.14,1.657,0.237,1.41,9.844
user_585,machine_14,2/19/2020 6:49,24.288,0.03,,0.062,1.78,0.27,5.934,9.296
user_55,machine_4,2/20/2020 21:35,23.279,0.034,3.953,0.032,1.59,0.186,2.636,10.024
user_393,machine_4,2/19/2020 3:31,35.486,0.033,2.83,0.047,1.574,0.173,13.083,10.047
user_443,machine_8,2/13/2020 20:59,23.48,0.046,,0.046,2.057,1.24,,
user_61,machine_5,2/14/2020 0:59,52.87,0.06,,0.062,2.56,2.016,25.48,19.603
user_432,machine_4,2/24/2020 23:58,29.482,0.026,2.184,0.031,1.656,1.716,12.566,10.524
user_580,machine_18,2/20/2020 22:05,26.193,0.08,,0.141,1.67,1.036,4.48,8.46
user_587,machine_18,2/17/2020 6:54,47.362,0.03,,0.031,1.744,0.233,7.134,10.746
user_264,machine_2,2/17/2020 18:54,35.098,0.046,3.514,0.031,1.71,1.333,15.884,9.19
user_460,machine_22,02-06-2020 00:02,22.122,0.017,3.18,0.032,1.473,0.17,3.504,9.386
user_682,machine_6,02-03-2020 21:21,34.703,0.02,3.314,0.032,1.473,0.313,20.68,4.836
user_116,machine_1,2/27/2020 14:32,84.29,0.02,36.216,0.031,1.587,1.31,14.437,6.377
user_634,machine_5,02-12-2020 07:19,35.597,0.073,7.907,0.016,1.53,0.17,5.55,12.643
user_647,machine_19,03-02-2020 11:07,27.26,0.02,,0.031,1.633,0.533,15.073,5.43
user_298,machine_4,2/18/2020 16:16,20.807,0.03,,0.031,1.503,0.45,7.266,5.157
user_162,machine_5,2/22/2020 6:33,19.209,0.07,,0.031,1.683,1.834,4.324,8.58
user_15,machine_1,2/24/2020 19:49,41.628,0.034,3.906,0.032,1.544,0.443,5.873,5.63
user_274,machine_1,2/20/2020 20:08,15.494,0.034,,0.031,1.477,0.527,3.324,4.77
user_462,machine_23,03-02-2020 21:56,26.717,0.02,,0.141,2.097,0.567,2.75,7.297
user_110,machine_19,2/13/2020 20:07,37.671,0.03,,0.031,1.717,0.963,3.73,6.433
user_518,machine_19,02-06-2020 13:40,21.58,0.03,,0.125,1.44,0.514,4.38,4.906
user_542,machine_0,2/20/2020 14:17,55.382,0.03,4.097,0.047,1.58,0.693,30.036,10.02
user_478,machine_4,2/25/2020 0:18,26.241,0.047,1.923,0.047,1.713,0.24,7.28,11.46
user_344,machine_16,2/17/2020 23:39,68.48,0.077,,0.078,3.3,1.57,5.31,11.246
user_708,machine_1,2/20/2020 12:19,46.095,0.067,8.546,0.031,1.493,0.794,25.363,5.56
user_266,machine_5,2/21/2020 20:48,26.894,0.03,4.48,0.031,1.84,0.223,2.917,11.05
user_323,machine_5,02-07-2020 20:00,41.093,0.03,,0.046,1.74,0.176,11.247,12.04
user_527,machine_2,2/18/2020 17:33,24.082,0.03,4.707,0.031,1.466,0.184,3.4,9.554
user_518,machine_24,02-03-2020 11:50,16.411,0.02,,0.031,1.437,0.78,3.964,5.02
user_363,machine_0,2/18/2020 15:15,21.024,0.063,4.173,0.031,1.48,0.554,5.75,4.68
user_517,machine_21,02-07-2020 10:54,20.449,0.137,5.033,0.031,1.467,0.617,1.377,6.936
user_8,machine_18,02-05-2020 15:53,14.899,0.056,,0.031,1.566,0.463,1.976,4.98
user_349,machine_7,2/28/2020 19:05,23.619,0.03,,0.031,1.513,0.7,10.266,5.614
user_177,machine_5,2/18/2020 21:54,24.32,0.062,3.197,0.047,1.733,0.237,4.267,10.363
user_636,machine_5,2/21/2020 21:09,47.164,0.047,3.1,0.047,1.803,1.9,7.287,9.593
user_527,machine_1,2/16/2020 19:27,26.505,0.067,3.487,0.031,1.743,0.236,3.267,11.913
user_20,machine_5,2/18/2020 19:25,23.235,0.03,,0.047,1.716,0.967,11.17,6.31
user_478,machine_6,02-11-2020 07:43,49.238,0.083,3.196,0.046,1.58,0.22,4.54,11.353
user_17,machine_19,2/18/2020 16:50,18.097,0.073,,0.031,1.68,0.94,3.447,7.866
user_123,machine_2,2/27/2020 18:13,18.737,0.033,4.28,0.047,1.487,0.69,3.137,4.986
user_612,machine_21,02-11-2020 13:43,50.083,0.034,,0.031,1.803,1.027,6.276,9.164
user_570,machine_0,2/25/2020 16:28,40.129,0.157,15.16,0.031,1.43,0.29,2.69,9.78
user_64,machine_21,02-04-2020 13:36,25.474,0.017,,0.157,4.73,1.57,1.837,10.893
user_165,machine_18,2/24/2020 5:25,55.129,0.078,,0.031,1.84,0.327,35.203,11.9
user_485,machine_4,2/27/2020 0:06,40.811,0.067,,0.047,1.756,2.79,20.106,13.85
user_596,machine_17,02-11-2020 15:48,41.684,0.034,10.943,0.047,1.683,0.206,3.024,10.806
user_576,machine_4,2/18/2020 20:57,28.959,0.046,3.83,0.032,1.546,1.19,11.556,6.637
user_647,machine_21,2/19/2020 14:19,39.294,0.033,,0.031,1.816,1.137,16.703,8.37
user_48,machine_4,2/27/2020 9:49,28.389,0.047,,0.046,1.7,1.62,7.713,10.867
user_497,machine_19,02-06-2020 13:59,44.952,0.033,26.914,0.032,1.436,0.634,7.236,4.97
user_485,machine_5,02-10-2020 22:27,41.056,0.02,,0.015,1.61,1.737,24.363,7.577
user_660,machine_14,02-12-2020 08:03,24.56,0.034,,0.031,1.734,1.17,4.734,10.056
user_323,machine_4,2/18/2020 18:00,29.068,0.046,3.464,0.032,1.514,0.177,10.397,9.7
user_358,machine_4,2/25/2020 21:35,33.425,0.046,3.37,0.047,1.71,0.267,4.22,14.974
user_584,machine_2,02-07-2020 15:23,25.902,0.033,4.896,0.031,1.623,0.207,2.96,10.74
user_54,machine_5,2/26/2020 3:12,20.518,0.03,,0.141,1.694,2.483,3.463,10.513
user_686,machine_10,03-02-2020 19:00,22.439,0.067,,0.156,2.107,2.147,6.407,9.77
user_314,machine_6,02-03-2020 20:57,21.395,0.03,,0.031,1.606,0.333,8.88,5.857
user_230,machine_6,2/13/2020 4:56,26.312,0.033,,0.047,1.72,2.373,11.857,8.227
user_114,machine_4,2/19/2020 18:39,53.452,1.163,8.236,0.031,1.486,0.544,27.356,7.567
user_664,machine_2,2/24/2020 23:58,20.746,0.03,,0.047,1.48,0.717,6.58,4.903
user_276,machine_23,02-12-2020 17:06,20.212,0.03,,0.047,1.564,0.28,1.757,10.527
user_586,machine_19,2/14/2020 12:03,24.617,0.064,4.903,0.031,1.72,1.093,4.8,6.537
user_253,machine_0,2/18/2020 1:20,69.734,0.033,3.23,0.031,1.607,2.86,42.974,8.353
user_298,machine_5,2/27/2020 16:56,22.6,0.033,,0.031,1.65,0.354,9.693,5.12
user_33,machine_17,02-11-2020 07:32,40.846,0.033,5.284,0.047,2.53,2,5.89,20.313
user_193,machine_4,2/25/2020 21:18,20.428,0.03,,0.063,1.75,1.43,3.63,11.447
user_223,machine_4,2/13/2020 7:07,23.078,0.12,,0.14,1.593,0.793,9.52,6.104
user_564,machine_22,2/16/2020 13:32,23.574,0.107,,0.031,1.703,1.147,2.273,8.53
user_228,machine_4,2/18/2020 2:36,55.649,0.083,,0.031,1.603,0.47,2.99,5.526
user_114,machine_5,2/16/2020 22:28,68.459,0.033,4.233,0.032,2.09,0.94,38.743,18.76
user_390,machine_7,02-03-2020 21:40,46.145,0.08,,0.156,1.797,0.213,8.056,10.047
user_627,machine_23,2/26/2020 11:11,36.474,0.046,,0.047,2.13,1.26,8.254,8.416
user_215,machine_15,2/20/2020 2:30,19.669,0.06,,0.032,1.553,0.226,4.51,6.627
user_31,machine_15,2/29/2020 7:40,39.27,0.017,21.656,0.031,1.59,0.28,4.76,7.646
user_145,machine_5,2/20/2020 21:40,27.064,0.034,4.84,0.032,1.62,1.424,5.157,7.173
user_316,machine_6,02-07-2020 22:49,20.873,0.016,,0.047,1.75,1.453,3.267,10.133
user_462,machine_22,02-03-2020 22:21,40.413,0.033,,0.125,1.473,0.187,1.983,4.393
user_490,machine_22,2/28/2020 16:04,21.318,0.03,,0.125,1.877,1.047,7.4,5.944
user_47,machine_5,2/13/2020 19:22,31.507,0.02,3.833,0.016,2.083,2.477,2.803,17.92
user_399,machine_5,2/13/2020 21:19,40.532,0.033,,0.047,2.383,3.446,11.996,17.187
user_219,machine_21,03-02-2020 09:52,33.908,0.377,9.903,0.031,2.054,0.717,6.437,7.393
user_449,machine_24,2/16/2020 21:01,45.707,0.034,,0.032,1.773,0.507,5.937,6.507
user_328,machine_6,2/28/2020 6:38,20.116,0.053,,0.047,1.487,0.42,6.904,5.57
user_518,machine_19,02-06-2020 10:47,23.907,0.017,,0.031,1.417,0.187,5.28,9.51
user_181,machine_7,02-11-2020 22:24,35.568,0.046,6.434,0.063,1.89,1.103,14.244,6.923
user_444,machine_6,2/14/2020 17:49,36.769,0.03,3.834,0.062,2.214,1.45,10.28,18.513
user_346,machine_0,2/19/2020 16:29,13.64,0.017,,0.031,1.507,0.636,1.54,5.427
user_117,machine_4,02-03-2020 23:56,22.352,0.017,,0.047,1.68,0.236,5.716,9.994
user_213,machine_11,03-02-2020 17:56,55.13,0.034,,0.156,1.773,0.196,38.96,10.383
user_547,machine_4,02-11-2020 21:48,18.204,0.02,,0.047,1.71,0.644,2.194,6.34
user_423,machine_5,2/24/2020 22:45,26.25,0.033,,0.047,1.737,3.597,7.837,11.05
user_183,machine_5,02-04-2020 20:25,24.309,0.02,4.154,0.015,1.507,0.164,5.31,9.84
user_378,machine_24,2/24/2020 18:20,16.867,0.03,,0.031,1.693,0.546,3.474,5.533
user_82,machine_21,2/18/2020 13:21,21.155,0.03,,0.062,1.853,1.484,5.45,8.05
user_208,machine_21,02-07-2020 17:01,29.448,0.033,9.81,0.032,1.43,0.783,4.144,6.14
user_255,machine_22,2/21/2020 11:58,41.727,0.02,6.363,0.031,1.7,0.527,9.323,5.45
user_269,machine_1,2/27/2020 20:03,27.322,0.033,,0.032,1.84,1.05,9.88,11.667
user_636,machine_5,2/27/2020 19:24,27.859,0.03,6.1,0.046,1.72,1.18,7.917,6.52
user_298,machine_5,2/13/2020 1:51,40.403,0.03,,0.063,1.707,0.196,16.813,12.497
user_647,machine_22,02-03-2020 15:05,30.712,0.016,,0.032,1.513,0.2,13.09,9.72
user_207,machine_21,2/21/2020 13:48,20.574,0.034,5.196,0.031,1.76,0.786,2.48,5.954
user_443,machine_4,2/19/2020 2:10,60.19,0.033,12.204,0.063,1.663,0.994,28.404,7.69
user_80,machine_24,02-04-2020 14:23,31.122,0.043,15.967,0.141,1.49,0.177,4.01,4.46
user_563,machine_21,2/17/2020 12:53,45.095,0.02,,0.032,1.907,1.407,29.366,7.104
user_146,machine_4,2/22/2020 7:01,66.212,0.046,5.186,0.047,1.607,0.183,7.387,10.086
user_407,machine_1,02-05-2020 20:22,18.31,0.067,4.303,0.14,1.466,0.737,3.98,4.864
user_116,machine_2,2/14/2020 23:54,67.82,0.034,,0.031,1.82,0.624,29.366,10.714
user_201,machine_7,02-11-2020 23:48,26.212,0.03,10.02,0.047,,0.357,0.243,4.033
user_639,machine_23,2/27/2020 17:03,53.699,0.02,17.897,0.125,1.72,0.86,2.597,7.203
user_183,machine_5,2/21/2020 2:39,20.095,0.034,2.974,0.047,1.58,1.093,5.103,7.397
user_463,machine_4,2/19/2020 2:08,17.867,0.06,,0.031,1.546,0.803,5.266,6.394
user_689,machine_8,02-05-2020 01:38,20.959,0.02,2.88,0.032,1.554,0.183,5.64,9.773
user_333,machine_8,02-07-2020 01:33,23.496,0.017,,0.031,1.637,0.693,10.684,6.623
user_702,machine_6,02-10-2020 22:35,31.403,0.047,,0.063,2.413,0.193,8.617,12.786
user_382,machine_17,2/28/2020 10:58,220.097,0.067,,0.016,1.607,0.703,2.533,7.28
user_165,machine_21,2/19/2020 12:44,54.534,0.03,,0.031,1.856,0.967,33.933,7.423
user_336,machine_5,02-11-2020 21:51,27.52,0.016,4.89,0.015,1.693,2.397,6.636,9.294
user_390,machine_5,03-02-2020 16:19,19.355,0.033,,0.047,1.577,1.497,5.277,6.763
user_465,machine_1,2/27/2020 13:55,29.338,0.03,3.86,0.031,1.503,0.334,3.514,11.973
user_591,machine_8,02-07-2020 22:18,19.917,0.017,,0.031,1.56,0.96,5.17,6.62
user_414,machine_18,2/17/2020 15:20,25.109,0.033,4.276,0.031,1.67,0.266,1.663,10.497
user_668,machine_4,2/27/2020 17:32,33.898,0.043,6.43,0.062,1.513,0.38,16.274,5.126
user_134,machine_5,02-05-2020 00:51,20.111,0.033,,0.032,1.494,0.653,2.51,6.077
user_518,machine_17,2/24/2020 14:03,91.787,0.03,,0.031,1.64,0.663,5.266,5.64
user_619,machine_2,02-11-2020 17:21,31.308,0.016,,0.031,1.663,0.236,7.39,10.566
user_702,machine_4,2/19/2020 1:57,22.293,0.05,,0.047,1.673,0.85,8.406,6.82
user_622,machine_6,02-07-2020 20:00,36.48,0.03,4.564,0.063,1.664,1.07,16.89,7.413
user_448,machine_16,02-07-2020 06:00,32.732,0.02,,0.031,2.81,0.533,7.78,15.18
user_303,machine_4,03-02-2020 22:47,14.292,0.034,1.227,0.032,1.564,0.3,3.39,4.93
user_478,machine_5,2/25/2020 3:34,30.52,0.033,1.88,0.047,1.644,3.557,7.47,11.143
user_143,machine_2,2/25/2020 20:03,23.242,0.034,,0.031,1.497,0.784,9.024,5.293
user_280,machine_1,2/18/2020 20:05,70.339,0.03,,0.031,1.557,0.674,28.143,32.923
user_33,machine_21,02-10-2020 07:53,38.958,0.03,9.644,0.031,2.137,2.273,4.787,14.93
user_393,machine_4,2/24/2020 19:03,34.352,0.02,2.254,0.141,1.683,0.19,14.174,11.423
user_121,machine_4,02-04-2020 22:20,25.332,0.02,3.94,0.047,1.676,0.186,4.283,10.107
user_306,machine_5,2/13/2020,55.599,0.033,10.223,0.063,1.727,4.814,3.303,13.707
user_522,machine_23,2/13/2020,43.657,0.017,7.733,0.031,1.663,0.227,14.413,10.5
user_125,machine_2,2/25/2020 0:59,94.984,0.034,,0.047,1.48,0.693,3.646,5.064
user_62,machine_7,2/28/2020 22:26,54.636,0.084,2.473,0.031,1.583,1.337,39.26,6.236
user_33,machine_17,02-11-2020 06:20,38.551,0.073,4.75,0.047,2.43,2.127,6.247,17.103
user_324,machine_5,02-06-2020 08:37,16.36,0.017,,0.032,1.53,0.773,2.42,6.42
user_182,machine_6,2/28/2020 4:07,27.455,0.017,6.966,0.032,1.58,0.677,7.697,6.276
user_234,machine_1,2/20/2020 15:45,17.942,0.053,,0.031,1.503,0.733,5.586,5.274
user_318,machine_14,2/27/2020 10:22,38.86,0.034,8.7,0.125,1.466,1.153,1.863,7.284
user_564,machine_24,02-09-2020 10:03,23.562,0.033,,0.031,1.42,0.173,2.303,10.087
user_612,machine_18,2/28/2020 7:53,21.164,0.03,,0.031,2.423,0.443,6.02,6.014
user_296,machine_4,2/17/2020 6:53,30.877,0.033,,0.032,1.85,1.133,11.147,7.64
user_300,machine_4,2/22/2020 2:25,40.27,0.033,4.65,0.031,1.643,0.193,18.717,14.446
user_296,machine_8,02-03-2020 23:18,47.459,0.03,,0.047,1.567,0.157,10.427,9.603
user_125,machine_0,2/20/2020 14:57,20.876,0.017,,0.047,1.496,1.08,8.723,5.52
user_449,machine_18,02-03-2020 20:12,28.186,0.03,10.113,0.031,1.54,0.54,4.19,5.95
user_141,machine_4,2/22/2020 6:55,38.648,0.016,,0.031,1.56,0.173,20.136,11.437
user_578,machine_24,2/24/2020 13:48,69.291,0.07,24.556,0.046,1.753,0.71,8.57,5.607
user_38,machine_23,2/25/2020 10:06,27.957,0.093,,0.031,1.65,0.344,6.504,11.27
user_518,machine_22,2/24/2020 14:00,175.454,0.034,,0.031,1.726,0.246,6.297,10.153
user_359,machine_18,2/22/2020 0:10,63.862,0.053,,0.031,1.673,0.383,10.44,5.16
user_180,machine_2,02-05-2020 21:06,25.716,0.046,,0.031,1.537,0.246,7.304,9.73
user_249,machine_4,2/25/2020 23:23,45.064,0.034,2.577,0.031,1.886,0.83,,
user_201,machine_8,2/15/2020 0:01,26.788,0.034,9.81,0.032,,0.266,0.227,8.727
user_412,machine_26,03-02-2020 21:20,28.085,0.056,10.477,0.032,1.756,0.743,3.77,3.95
user_417,machine_8,02-05-2020 22:53,25.362,0.057,,0.203,1.587,1.04,4.15,6.206
user_201,machine_5,2/19/2020 0:29,28.678,0.033,4.907,0.047,1.673,0.2,7.077,10.09
user_155,machine_1,02-10-2020 15:24,25.304,0.067,,0.047,1.82,1.63,8.053,9.077
user_306,machine_4,2/19/2020 4:17,32.244,0.03,9.354,0.047,1.556,0.17,2.983,10.48
user_628,machine_14,2/29/2020 13:41,34.798,0.063,,0.031,1.407,0.32,16.973,8.71
user_518,machine_17,2/24/2020 14:14,263.637,0.03,,0.031,1.643,0.836,5.624,5.376
user_171,machine_1,02-04-2020 21:22,26.315,0.03,5.054,0.032,1.433,0.23,2.63,9.656
user_518,machine_23,02-03-2020 11:43,20.928,0.017,,0.156,1.47,0.816,5,6.594
user_253,machine_3,02-04-2020 17:09,59.668,0.06,3.22,0.141,1.51,0.89,45.103,5.23
user_109,machine_7,02-05-2020 01:43,16.089,0.046,,0.031,1.59,0.903,2.407,5.827
user_601,machine_5,2/27/2020 22:26,18.188,0.03,,0.063,1.716,1.093,5.426,7.027
user_66,machine_6,2/13/2020 9:29,48.112,0.05,,0.031,2.126,0.187,27.303,14.934
user_260,machine_6,2/13/2020 0:54,22.609,0.03,,0.047,1.65,1.39,3.933,10.453
user_469,machine_3,02-04-2020 00:52,22.175,0.02,,0.031,1.557,0.296,6.617,9.43
user_505,machine_5,2/27/2020 19:53,33.895,0.037,,0.047,2.574,3.04,12.293,15.557
user_432,machine_4,2/25/2020 0:03,10.52,0.03,2.223,0.031,,0.407,0.463,3.487
user_62,machine_7,02-03-2020 19:46,18.115,0.017,3.093,0.063,,0.473,2.28,4.543
user_535,machine_14,03-02-2020 21:17,35.026,0.06,,0.125,1.764,1.023,7.04,11.883
user_342,machine_4,2/27/2020 4:55,46.698,0.078,,0.062,1.71,0.206,24.586,12.984
user_192,machine_0,2/25/2020 20:04,49.757,0.062,3.46,0.032,1.694,2.086,34.97,6.65
user_144,machine_14,02-05-2020 01:04,29.984,0.063,,0.031,2.257,0.81,6.25,12.72
user_578,machine_17,02-10-2020 08:38,72.435,0.1,25.353,0.047,1.503,0.25,6.064,11.023
user_298,machine_5,2/15/2020 6:07,43.787,0.033,,0.031,2.096,4.1,17.133,16.577
user_548,machine_7,02-10-2020 20:25,54.635,0.046,4.18,0.047,1.377,0.254,32.674,9.946
